A,B,Link Size
Edward Griffiin,Western Goals Foundation,2
Edward Teller,Western Goals Foundation,2
John Rees,Western Goals Foundation,2
John Singlaub,Western Goals Foundation,2
Larry McDonald ,Western Goals Foundation,2
Mildred Jefferson,Western Goals Foundation,2
Nelson Bunker Hunt,Western Goals Foundation,2
Roy Cohn,Western Goals Foundation,2
Spitz Channell,Western Goals Foundation,2
Edward Griffiin,Western Islands,2
Gary Allen,Western Islands,2
John Birch Society,Western Islands,2
Robert Welch,Western Islands,2
Cone,Western Union,2
Wulf von Schimmelmann,Western Union,2
Marc Racicot,Weyerhaeuser,2
William Ruckelshaus,Weyerhaeuser,2
Leonid Rozhetskin,White & Case,2
McKinsey & Company,White & Case,2
Rudy Giuliani,White & Case,2
Andrew Card,White House Iraq Group,2
Ari Fleischer,White House Iraq Group,2
Condoleezza Rice,White House Iraq Group,2
Dan Bartlett,White House Iraq Group,2
Karen Hughes,White House Iraq Group,2
Karl Rove,White House Iraq Group,2
Mary Matalin,White House Iraq Group,2
Michael Gerson,White House Iraq Group,2
Rendon Group,White House Iraq Group,2
Scooter Libby,White House Iraq Group,2
Stephen Hadley,White House Iraq Group,2
Clark Judge,White House Writers Group,2
Dan McGroarty,White House Writers Group,2
DonorsTrust/Donors Capital Fund,White House Writers Group,2
Altria,Whitecoat Project,2
British American Tobacco,Whitecoat Project,2
Covington & Burling,Whitecoat Project,2
David Remes,Whitecoat Project,2
John Rupp,Whitecoat Project,2
Cambridge Analytica,WhiteKnight/Psy-Group,2
Covington & Burling,WhiteKnight/Psy-Group,2
Donald Trump Jr.,WhiteKnight/Psy-Group,2
Erik Prince,WhiteKnight/Psy-Group,2
George Nader,WhiteKnight/Psy-Group,2
IDF,WhiteKnight/Psy-Group,2
Joel Zamel,WhiteKnight/Psy-Group,2
Mossad,WhiteKnight/Psy-Group,2
Rick Gates,WhiteKnight/Psy-Group,2
Stephen Miller,WhiteKnight/Psy-Group,2
Wikistrat,WhiteKnight/Psy-Group,2
Bill Clinton,Whitewater Development Corporation,2
Hillary Clinton,Whitewater Development Corporation,2
Jim McDougal,Whitewater Development Corporation,2
Susan McDougal,Whitewater Development Corporation,2
Donald Trump Jr.,WikiLeaks,2
Mike Cernovich,WikiLeaks,2
Anne-Marie Slaughter,Wikistrat,2
Daniel Pipes,Wikistrat,2
David Shedd,Wikistrat,2
Dennis Ross,Wikistrat,2
Donald Trump Jr.,Wikistrat,2
Elliott Abrams,Wikistrat,2
Erik Prince,Wikistrat,2
George Nader,Wikistrat,2
James Bennett,Wikistrat,2
Joel Zamel,Wikistrat,2
John Hannah,Wikistrat,2
Kenneth Timmerman,Wikistrat,2
Michael Flynn,Wikistrat,2
Michael Hayden,Wikistrat,2
Michael Rubin,Wikistrat,2
Richard Weitz,Wikistrat,2
Walter Soriano,Wikistrat,2
Earhart Foundation,Wilfred McClay,2
Jack Abramoff,Will Heaton,2
Jeffrey Epstein,William Burns,2
George H.W. Bush,William Bush,2
George W. Bush,William Bush,2
Jeb Bush,William Bush,2
Jonathan Bush,William Bush,2
Bruce Rappaport,William Casey,2
Cyrus Hashemi,William Casey,2
John Shaheen,William Casey,2
Roy Furmark,William Casey,2
Bill Simon,William E. Simon Foundation,2
James Piereson,William E. Simon Foundation,2
William Simon,William E. Simon Foundation,2
Brent Bozell III,William F. Buckley Jr.,2
Brent Bozell Jr.,William F. Buckley Jr.,2
Jim McDougal,William Fulbright,2
Revilo Oliver,William Luther Pierce,2
Connaught Marshner,William Marshner,2
Cyrus Hashemi,William Northrop,2
Todd Blodgett,William Pierce,2
Richard Viguerie,William Rusher,2
Bill Simon,William Simon,2
Charles Windsor,William Windsor,2
Kevin Hasson,Williams & Connolly,2
Laurie Fulton,Williams & Connolly,2
Mike Pompeo,Williams & Connolly,2
Samuel Alito,Williams & Connolly,2
American Petroleum Institute,Willie Soon,2
DonorsTrust/Donors Capital Fund,Willie Soon,2
ExxonMobil,Willie Soon,2
Koch Industries,Willie Soon,2
Koch Network,Willie Soon,2
Peabody Energy,Willie Soon,2
Southern Company,Willie Soon,2
Todd Blodgett,Willis Carto,2
Jean Card,Willow Creek,2
Jamie Gorelick,WilmerHale,2
Ken Salazar,WilmerHale,2
Mark Rienzi,WilmerHale,2
CO2 Coalition,Wind Concerns,2
Global Warming Policy Foundation,Wind Concerns,2
Heartland Institute,Wind Concerns,2
Barney Bishop,Windsor Group,2
Southern Strategy Group,Windsor Group,2
Ashley Davis,Winning for Women,2
Concord Fund/85 Fund,Winning for Women,2
Danielle Barrow,Winning for Women,2
Sarah May Stern,Winning for Women,2
Susan Ralston,Winning for Women,2
Luke Goodrich,Winston & Strawn,2
AMSEC,Winston Partners,2
Craig Roberts Stapleton,Winston Partners,2
Marvin Bush,Winston Partners,2
Nour USA,Winston Partners,2
George Carlo,Wireless Technology Research,2
George Carlo,Wireless Technology Research,2
Ian Munro,Wireless Technology Research,2
Jim Tozzi,Wireless Technology Research,2
Thorne Auchter,Wireless Technology Research,2
Club for Growth,Wisconsin Club for Growth,2
David Hanna,Wisconsin Club for Growth,2
Koch Network,Wisconsin Club for Growth,2
Wellspring Committee,Wisconsin Club for Growth,2
DonorsTrust/Donors Capital Fund,Wisconsin Institute for Law and Liberty,2
Roe Fortune,Wisconsin Institute for Law and Liberty,2
State Policy Network,Wisconsin Institute for Law and Liberty,2
Uihlein Fortune,Wisconsin Institute for Law and Liberty,2
FLS Connect,Wisconsin Manufacturers and Commerce,2
Scott Walker,Wisconsin Manufacturers and Commerce,2
DonorsTrust/Donors Capital Fund,Wisconsin Policy Research Institute,2
JM Foundation,Wisconsin Policy Research Institute,2
Michael Joyce,Wisconsin Policy Research Institute,2
Coalition for America's Families,Wisconson Club for Growth,2
R.J. Johnson,Wisconson Club for Growth,2
Achelis and Bodman Foundation,Witherspoon Institute,2
Bradley Foundation,Witherspoon Institute,2
Concord Fund/85 Fund,Witherspoon Institute,2
Earhart Foundation,Witherspoon Institute,2
John M. Olin Foundation,Witherspoon Institute,2
Klingenstein Fortune,WItherspoon Institute,2
Luis Tellez,Witherspoon Institute,2
Robert George,Witherspoon Institute,2
Ryan T. Anderson,Witherspoon Institute,2
Templeton Fortune,Witherspoon Institute,2
Koch Industries,Witkoff Group,2
Steve Witkoff,Witkoff Group,2
David Wilhelm,WLK Associates,2
Marketing Resource Group,Wolverine Pipe Line Company,2
Amy Kremer,Women for America First,2
Kylie Kremer,Women for America First,2
Diana Davis Spencer Foundation,Woodrow Wilson International Center for Scholars,2
George Weigel,Woodrow Wilson International Center for Scholars,2
Smith Richardson Foundation,Woodrow Wilson International Center for Scholars,2
Barbara Comstock,Workforce Fairness Institute,2
CRC Advisors,Workforce Fairness Institute,2
Danny Diaz,Workforce Fairness Institute,2
Mark McKinnon,Workforce Fairness Institute,2
Mindy Finn,Workforce Fairness Institute,2
Sara Taylor,Workforce Fairness Institute,2
Alpha 66,World Anti-Communist League,2
Asian People’s Anti-Communist League,World Anti-Communist League,2
China Lobby,World Anti-Communist League,2
Council on American Affairs,World Anti-Communist League,2
Daniel Graham,World Anti-Communist League,2
Duncan Hunter,World Anti-Communist League,2
Howard Phillips,World Anti-Communist League,2
James McClure,World Anti-Communist League,2
Jesse Helms,World Anti-Communist League,2
John Hull,World Anti-Communist League,2
John McCain,World Anti-Communist League,2
John Rees,World Anti-Communist League,2
John Singlaub,World Anti-Communist League,2
Lev Dobriansky,World Anti-Communist League,2
Lewis Tambs,World Anti-Communist League,2
Margo Carlisle,World Anti-Communist League,2
Mario Sandoval Alarcon,World Anti-Communist League,2
Osami Kuboki,World Anti-Communist League,2
Paul Fromm,World Anti-Communist League,2
Ray Cline,World Anti-Communist League,2
Roberto D’Aubuisson,World Anti-Communist League,2
Roger Pearson,World Anti-Communist League,2
Soldier of Fortune,World Anti-Communist League,2
Stefan Possony,World Anti-Communist League,2
Stefano Delle Chiaie,World Anti-Communist League,2
Unification Church,World Anti-Communist League,2
World Youth Freedom League,World Anti-Communist League,2
Afsaneh Mashayekhi Beschloss,World Bank,2
Alan Walters,World Bank,2
Dambisa Moyo,World Bank,2
Gavin Anderson & Company,World Bank,2
Larry Summers,World Bank,2
Paul Wolfowitz,World Bank,2
Robert Zoellick,World Bank,2
Stanley Johnson,World Bank,2
Suzanne Folsom,World Bank,2
Barber Conable,World Bank Group,2
David Malpass,World Bank Group,2
Robert Zoellick,World Bank Group,2
BASF,World Business Council for Sustatinable Development,2
Chevron,World Business Council for Sustatinable Development,2
Dow Chemical,World Business Council for Sustatinable Development,2
Shell,World Business Council for Sustatinable Development,2
Dambisa Moyo,World Economic Forum,2
David O'Reilly,World Economic Forum,2
David Rubenstein,World Economic Forum,2
James Riady,World Economic Forum,2
Larry Fink,World Economic Forum,2
Mark Carney,World Economic Forum,2
Mark Weinberger,World Economic Forum,2
Mathias Döpfner,World Economic Forum,2
Muhtar Kent,World Economic Forum,2
Ted Malloch,World Economic Forum,2
Wolfgang Schüssel,World Economic Forum,2
Alexander Machkevich,World Jewish Congress,2
Edgar Bronfman,World Jewish Congress,2
Robert Singer,World Jewish Congress,2
Ron Lauder,World Jewish Congress,2
Ronald Lauder,World Jewish Congress,2
David Gergen,World Resources Institute,2
William Ruckelshaus,World Resources Institute,2
Adnan Khashoggi,World Trade Group,2
Cyrus Hashemi,World Trade Group,2
Roy Furmark,World Trade Group,2
David Finzer,World Youth Freedom League,2
Rafael Flores,World Youth Freedom League,2
World Anti-Communist League,World Youth Freedom League,2
Ann Coulter,WorldNetDaily,2
Ben Shapiro,WorldNetDaily,2
David Limbaugh,WorldNetDaily,2
Dennis Prager,WorldNetDaily,2
Jerome Corsi,WorldNetDaily,2
Joseph Farah,WorldNetDaily,2
junkscience.com,WorldNetDaily,2
Larry Klayman,WorldNetDaily,2
Melanie Morgan,WorldNetDaily,2
Melanie Morgan,WorldNetDaily,2
Pat Buchanan,WorldNetDaily,2
Phyllis Schlafly,WorldNetDaily,2
Rebecca Hagelin,WorldNetDaily,2
Roy Moore,WorldNetDaily,2
Walter Williams,WorldNetDaily,2
Joaquin Otero,Worldwide Responsible Apparel Production,2
Otto Reich,Worldwide Responsible Apparel Production,2
Philip Lader,WPP,2
Philip Jansen,WPP,2
Philip Jansen,Proctor & Gamble,2
Philip Jansen,Bain Capital,2
Cindy Rose,WPP,2
Cindy Rose,Microsoft,2
Cindy Rose,DIsney,2
Cindy Rose,Virgin,2
Joanne Wilson,WPP,2
Joanne Wilson,KPMG,2
Angela Ahrendts,WPP,2
Angela Ahrendts,Apple,2
Angela Ahrendts,Airbnb,2
Simon Dingemans,WPP,2
Simon Dingemans,GlaxoSmithKline,2
Simon Dingemans,Goldman Sachs,2
Keith Weed,WPP,2
Keith Weed,Unilever,2
François Poirier,TC Energy,2
Burson,WPP,2
Cohn & Wolfe,WPP,2
Dewey Square Group,WPP,2
Glover Park Group,WPP,2
Hill & Knowlton,WPP,2
Ogilvy,WPP,2
Philip Lader,WPP,2
PSB Insights,WPP,2
Public Strategies,WPP,2
Bill Cowan,WVC3 Group,2
Carlton Sherwood,WVC3 Group,2
Robert Bevelacqua,WVC3 Group,2
Press TV,Wyatt Reed,2
Ed McAteer,Wycliffe Bible Associates,2
DonorsTrust/Donors Capital Fund,Wyoming Liberty Group,2
Roe Fortune,Wyoming Liberty Group,2
State Policy Network,Wyoming Liberty Group,2
Antonio Gracias,xAI,2
Elon Musk,xAI,2
Jared Birchall,xAI,2
Norm Coleman,Xcel Energy,2
Vernon Jordan,Xerox,2
Bernard Looney,XRG,2
Nassef Sawiris,XRG,2
Ivan Glasenberg,Xstrata,2
Mick Davis,Xstrata,2
Bruce Rappaport,Yair Klein,2
DonorsTrust/Donors Capital Fund,Yankee Institute for Public Policy,2
State Policy Network,Yankee Institute for Public Policy,2
Thomas Smith Fortune,Yankee Institute for Public Policy,2
DuPont,"Yankelovich, Skelly and White",2
ExxonMobil,"Yankelovich, Skelly and White",2
General Motors,"Yankelovich, Skelly and White",2
Jim Lindheim,"Yankelovich, Skelly and White",2
Monsanto,"Yankelovich, Skelly and White",2
Hunter Biden,Ye Jianming,2
Mikhail Zvinchuk,Yevgeny Prigozhin,2
Avigdor Lieberman ,Yisrael Beiteinu Party,2
Yuri Stern,Yisrael Beiteinu Party,2
Yigal Carmon,Yitzhak Shamir,2
Peter Georgescu,Young & Rubican,2
Thomas Bell,Young & Rubican,2
Armstrong Fortune,Young America's Foundation,2
Bradley Foundation,Young America's Foundation,2
DeVos Fortune,Young America's Foundation,2
Diana Davis Spencer Foundation,Young America's Foundation,2
Frank Donatelli,Young America's Foundation,2
Harold Simmons,Young America's Foundation,2
Helen Devos,Young America's Foundation,2
Jeff Sessions,Young America's Foundation,2
Mellon Scaife Fortune,Young America's Foundation,2
Michelle Malkin,Young America's Foundation,2
Peter Schweizer,Young America's Foundation,2
Richard DeVos,Young America's Foundation,2
Robert Spencer,Young America's Foundation,2
Roe Fortune,Young America's Foundation,2
Ron Robinson,Young America's Foundation,2
Scott Walker,Young America's Foundation,2
Stephen Miller,Young America's Foundation,2
Thomas Smith Fortune,Young America's Foundation,2
Young Americans for Freedom,Young America's Foundation,2
Anschutz Fortune,Young America’s Foundation,2
DonorsTrust/Donors Capital Fund,Young America’s Foundation,2
Seid Fortune,Young America’s Foundation,2
Brent Bozell Jr.,Young Americans for Freedom,2
Christopher Cox,Young Americans for Freedom,2
Chuck Fleischmann,Young Americans for Freedom,2
Connaught Marshner,Young Americans for Freedom,2
Dan Quayle,Young Americans for Freedom,2
Dana Rohrabacher,Young Americans for Freedom,2
David Keene,Young Americans for Freedom,2
Ed Royce,Young Americans for Freedom,2
Howard Phillips,Young Americans for Freedom,2
Jared Taylor,Young Americans for Freedom,2
Jeb Hensarling,Young Americans for Freedom,2
Jeff Sessions,Young Americans for Freedom,2
Mark Krikorian,Young Americans for Freedom,2
Mark Levin,Young Americans for Freedom,2
Richard Viguerie,Young Americans for Freedom,2
Ronald Reagan,Young Americans for Freedom,2
Stanton Evans,Young Americans for Freedom,2
Ted Poe,Young Americans for Freedom,2
William F. Buckley Jr.,Young Americans for Freedom,2
Bill Dunn Fortune,Young Americans for Liberty,2
Hertog Fortune,Young Americans for Liberty,2
Institute for Humane Studies,Young Americans for Liberty,2
Koch Network,Young Americans for Liberty,2
Albert and Ethel Herzstein Charitable Foundation,Young Americans for Liberty Foundation,2
Concord Fund/85 Fund,Young Americans for Liberty Foundation,2
Cody Pettit,Young Republican National Federation,2
Derrick Wilson,Young Republican National Federation,2
Grow YR,Young Republican National Federation,2
Hayden Padgett,Young Republican National Federation,2
Kyle Schroeder,Young Republican National Federation,2
Laura Loomer,Young Republican National Federation,2
Achelis and Bodman Foundation,Young Voices,2
Armstrong Fortune,Young Voices,2
Bill Dunn Fortune,Young Voices,2
Bradley Foundation,Young Voices,2
Koch Network,Young Voices,2
Fran Townsend,Yousef Al Otaiba,2
Jho Low,Yousef Al Otaiba,2
Mark Wallace,Yousef Al Otaiba,2
Norm Coleman,Yousef Al Otaiba,2
Saif Mohamed Al Hajeri,Yousef Al Otaiba,2
Tom Barrack,Yousef Al Otaiba,2
Konstantin Kagalovsky,Yukos,2
Sergey Gorkov,Yukos,2
Edelman,Yum!,2
Leonard Lauder,Yuri Dubinin,2
Bill Liedtke,Zapata Corporation,2
Eugene Meyer,Zapata Corporation,2
George H.W. Bush,Zapata Corporation,2
Hugh Liedtke,Zapata Corporation,2
Malcolm Glazer,Zapata Corporation,2
Prescott Bush,Zapata Corporation,2
Mana Al Otaiba,Zayed bin Sultan Al Nahyan,2
Tahnoon bin Zayed al-Nahyan,Zayed bin Sultan Al Nahyan,2
Marin Strmecki,Zbigniew Brzezinski,2
George Mitchell,ZeniMax Media,2
Robert Altman,ZeniMax Media,2
Terry McAuliffe,ZeniMax Media,2
Ben Carson,Ziklag,2
Charlie Kirk,Ziklag,2
Cleta Mitchell,Ziklag,2
Conservative Partnership Institute,Ziklag,2
Lance Wallnau,Ziklag,2
Mark Meadows,Ziklag,2
Mike Pence,Ziklag,2
Rebecca Hagelin,Ziklag,2
Ted Cruz,Ziklag,2
Uihlein Fortune,Ziklag,2
Abstraction Fund,Zionist Organization of America,2
Adelson Fortune,Zionist Organization of America,2
Alan Dershowitz,Zionist Organization of America,2
Becker Foundation,Zionist Organization of America,2
Benjamin Netanyahu,Zionist Organization of America,2
Caroline Glick,Zionist Organization of America,2
Eric Cantor,Zionist Organization of America,2
Glenn Beck,Zionist Organization of America,2
Ileana Ros-Lehtinen,Zionist Organization of America,2
Irving Moskowitz,Zionist Organization of America,2
Irving Moskowitz Foundation,Zionist Organization of America,2
John Hagee,Zionist Organization of America,2
Marcus Fortune,Zionist Organization of America,2
Miriam Adelson,Zionist Organization of America,2
Moshe Ya'alon,Zionist Organization of America,2
Nina Rosenwald,Zionist Organization of America,2
Rosenwald Fortune,Zionist Organization of America,2
Sheldon Adelson,Zionist Organization of America,2
Ted Cruz,Zionist Organization of America,2
Graham Phillips,Zvezda,2
Patrick Lancaster,Zvezda,2
François Poirier,TC Energy,2
Hal Kvisle,Repsol,2
Hal Kvisle,Talisman Energy,2
Transocean,BP,2
Cargill,Corn Refiners Association,2
Cargill,ALEC,2
Cargill,Center for Consumer Freedom,2
Cargill,American Meat Institute,2
Cargill,Meat Promotion Coalition,2
Gregory Page,Cargill,2
Kerry Hawkins,Cargill,2
